id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms
BPN_0363,कमलम्,"नलिन, अरविन्द, महोत्पल, सहस्रपत्र, कमल, शतपत्र, कुशेशय, पङ्केरुह, तामरस, सारस, सरसीरुह, विसप्रसून, राजीव, पुष्कर, अम्भोरुह",,,पुष्पवर्गः,Rasa: मधुर | Virya: शीतल,"वर्ण्य, कफ-पित्तजित्, तृष्णा-दाहा-अस्र विस्फोट-विष-वीसर्पनाशन",,
BPN_0364,श्वेतकमल,,,,पुष्पवर्गः,Rasa: मधुर | Virya: शीत,"कफ-पित्तजित्,",,
BPN_0365,रक्तादि,,,,पुष्पवर्गः,,श्वेतकमलात् अल्पगुणं,,
BPN_0366,पद्मिनी,बिसिनी ,,,पुष्पवर्गः,"Rasa: मधुर, लवण | Guna: गुरु, रूक्ष | Virya: शीत","पित्ता-असृक् कफ-नुत्, वात-विष्टम्भ-कारिणी",,
BPN_0368,संवर्तिका,,,,पुष्पवर्गः,"Rasa: तिक्त, कषाय | Virya: शीत","दाह-तृट्प्रणुत्, मूत्र-कृच्छ्र-गुदव्याधि-रक्त-पित्तविनाशिनी",,
BPN_0369,कर्णिका,,,,पुष्पवर्गः,"Rasa: तिक्त, कषाय, मधुर | Guna: लघु | Virya: शीत","मुखवैशद्यकृत्, तृष्णाऽ-अस्र-कफ-पित्तनुत्",,
BPN_0370,किञ्जल्कः,,,,पुष्पवर्गः,Rasa: कषाय | Virya: शीत,"वृष्य, ग्राहक, कफ-पित्त-तृषा-दाह-रक्ता-आर्शो-विष-शोथजित्",,
BPN_0371,मृणालम्,,,,पुष्पवर्गः,"Rasa: मधुर | Guna: रूक्ष, गुरु | Virya: शीत | Vipaka: मधुर","वृष्य, पित्त-दाहा-अस्रजित्, दुर्जर, स्तन्या-अनिल-कफप्रद, संग्राहि",,
BPN_0372,स्थलकमलम्,"पद्मचारिणी, अतिचरा, अव्यथा, पद्मा ,शारदा ",,,पुष्पवर्गः,"Rasa: कटु, तिक्त, कषाय | Virya: उष्ण","कफ-वातजित्, मूत्र-कृच्छ्रा-अश्म-शूलघ्न, श्वास-कास-विषापहा",,
BPN_0373,अथ कुमुदम् । तस्य नामानि गुणाँश्चाह,"श्वेतकुवलय, कुमुद, कैरव",,,पुष्पवर्गः,"Rasa: मधुर | Guna: पिच्छिल, स्निग्ध | Virya: शीत",ह्लादि,,
BPN_0374,कुमुदिनी,"कुमुद्वती, कैरविका, कुमुदिनी ",,,पुष्पवर्गः,,पद्मिनीगुणाः,,
BPN_0375,कल्हारम्,"सौगन्धिक, हल्लक रक्तसन्ध्यक ",,,पुष्पवर्गः,"Rasa: गुरु, रूक्ष | Virya: शीत","ग्राहि, विष्टम्भि",,
BPN_0376,वारिपर्णी,"वारिपर्णी, कुम्भिका, वारिमूली, खमूलिका",,,पुष्पवर्गः,"Rasa: तिक्त, कटु | Guna: लघु, स्वादु, रूक्ष | Virya: शीत","सरा, दोषत्रयहरी, शोणितज्वरशोषकृत्",,
BPN_0377,शैवालम्,"शैवाल, जलनीली, शैवल जलज ",,,पुष्पवर्गः,"Rasa: तुवर, तिक्त, मधुर | Guna: लघु, स्निग्ध | Virya: शीत",दाह-तृषा-पित्त-रक्त-ज्वरहर,,
BPN_0378,शतपत्री,"शतपत्री, तरुणी, कर्णिका, चारुकेशरा, महाकुमारी, गन्धाढ्या, लाक्षापुष्पा, अतिमञ्जुला ",,,पुष्पवर्गः,"Rasa: कटु, तिक्त | Guna: लघु | Virya: शीत","हृद्या, ग्राहिणी, शुक्रला, दोषत्रया-अस्रजित् -वर्ण्या, पाचनी",,
BPN_0379,वासन्ती,"नेपाली, सप्तला, नवमालिका ",,,पुष्पवर्गः,Rasa: तिक्त | Guna: लघु | Virya: शीत,दोषत्रया-अस्रजित्,,
BPN_0380,वार्षिकी,"श्रीपदि, षट्पदानन्दा, मुक्तबन्धना  ",,,पुष्पवर्गः,Rasa: तिक्त | Guna: लघु | Virya: शीत,"दोषत्रयापहा, कर्णा-अक्षि-मुखरोगघ्नी",,
BPN_0381,मालती स्वर्णजाती,"जाति, जाती, सुमना, राजपुत्रिका, चेतिका, हृद्यगन्धा ",,,पुष्पवर्गः,"Rasa: तिक्त, तुवर | Guna: लघु | Virya: उष्ण","दोषजित्, शिरोऽ-अक्षि-मुख-दन्तार्त्ति-विष-कुष्ठा-अनिला-अस्रजित्",,
BPN_0382,यूथिका,"गणिका, अम्बष्ठा ",,,पुष्पवर्गः,"Rasa: तिक्त, कटु, मधुर, तुवर | Guna: लघु, | Virya: शीत | Vipaka: कटु","हृद्य, पित्तघ्न, कफवातल, व्रणा-अस्र-मुख-दन्ता-अक्षि-शिरोरोगविषापह",,
BPN_0383,पीतयुथिका,हेमपुष्पिका ,,,पुष्पवर्गः,,,,
BPN_0384,चम्पकः,"चाम्पेय, हेमपुष्प",,,पुष्पवर्गः,"Rasa: कटु, तिक्त, कषाय, मधुर | Virya: शीत | Vipaka: कटु","विषक्रिमिहर, कृच्छ्र-कफ-वाता-अस्र-पित्तजित्",,
BPN_0385,बकुलः,"मधुगन्ध, सिंहकेसरक ",,,पुष्पवर्गः,"Rasa: तुवर, कटु | Guna: गुरु | Virya: शीत | Vipaka: कटु",कफ-पित्त-विष-श्वित्र-कृमि-दन्तगदापह,,
BPN_0386,बृहद्बकुलः,"शिवमल्ली, पाशुपत, एकाष्ठील, वक, वसु  ",,,पुष्पवर्गः,"Rasa: कटु, तिक्त | Virya: शीत",दोषत्रया-अस्र-जित् योनि-शूल-तृषा-दाह-कुष्ठ-शोथा-अस्र-नाशन,,
